"bgyname","cityname","provname","nscb_reg_name","latitude","longitude","processed"
"BARANGAY 143","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6634445","120.9933849","1"
"BARANGAY 144","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.66404","120.9944865","1"
"BARANGAY 145","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6657294","120.9939413","1"
"BARANGAY 146","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6647376","120.9957912","1"
"BARANGAY 147","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.664341","120.9974776","1"
"BARANGAY 148","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6658559","120.9957768","1"
"BARANGAY 149","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6673548","120.9955893","1"
"BARANGAY 150","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6664464","120.9972356","1"
"BARANGAY 151","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6650918","120.9988102","1"
"BARANGAY 152","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6684528","120.9977842","1"
"BARANGAY 153","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6673687","120.9987555","1"
"BARANGAY 154","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.666169","120.9995757","1"
"BARANGAY 155","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6686114","120.9997124","1"
"BARANGAY 156","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6669481","121.0012184","1"
"BARANGAY 157","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6683753","121.0012332","1"
"BARANGAY 158","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6710735","121.0030587","1"
"BARANGAY 159","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6774363","121.008997","1"
"BARANGAY 160","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6803312","121.0026541","1"
"BARANGAY 161","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6751512","121.0003002","1"
"BARANGAY 162","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6834839","121.0060851","1"
"BARANGAY 163","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.683256","121.0153826","1"
"BARANGAY 164","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6885902","121.0174772","1"
"BARANGAY 165","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7196662","121.0040173","1"
"BARANGAY 166","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7197307","121.0115978","1"
"BARANGAY 167","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7293125","121.012675","1"
"BARANGAY 168","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7396955","121.0191688","1"
"BARANGAY 169","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7307357","121.0237947","1"
"BARANGAY 170","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7363002","121.0331414","1"
"BARANGAY 171","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.752562","121.017565","1"
"BARANGAY 172","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7489896","121.0411907","1"
"BARANGAY 173","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7540867","121.0318762","1"
"BARANGAY 174","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7605036","121.0532475","1"
"BARANGAY 175","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7655729","121.0382185","1"
"BARANGAY 176","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7752185","121.0448903","1"
"BARANGAY 177","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7488461","121.0515065","1"
"BARANGAY 178","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7502167","121.0629684","1"
"BARANGAY 179","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.75","121.08","2"
"BARANGAY 180","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7605053","121.0718362","1"
"BARANGAY 181","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.76","121.09","2"
"BARANGAY 182","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.754106","121.09796","2"
"BARANGAY 183","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7584726","121.0833789","1"
"BARANGAY 184","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.75486","121.090302","2"
"BARANGAY 185","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7706745","121.0768701","1"
"BARANGAY 186","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7681874","121.0695665","1"
"BARANGAY 187","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7647438","121.0610292","1"
"BARANGAY 188","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7696356","121.0613265","1"
"ACACIA","CITY OF MALABON","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6684714","120.9699802","1"
"BARITAN","CITY OF MALABON","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6721557","120.9440294","1"
"BAYAN-BAYANAN","CITY OF MALABON","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6753466","120.945597","1"
"CATMON","CITY OF MALABON","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6714217","120.9606505","1"
"CONCEPCION","CITY OF MALABON","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6682768","120.948178","1"
"DAMPALIT","CITY OF MALABON","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6933387","120.9330451","1"
"FLORES","CITY OF MALABON","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6747083","120.9422003","1"
"HULONG DUHAT","CITY OF MALABON","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6796709","120.9416075","1"
"IBABA","CITY OF MALABON","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6652187","120.9504383","1"
"LONGOS","CITY OF MALABON","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6552261","120.9607054","1"
"MAYSILO","CITY OF MALABON","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6790514","120.9627142","1"
"MUZON","CITY OF MALABON","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6741831","120.9515776","1"
"NIUGAN","CITY OF MALABON","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6669465","120.9556731","1"
"PANGHULO","CITY OF MALABON","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6875867","120.9538382","1"
"POTRERO","CITY OF MALABON","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6632137","120.9833101","1"
"SAN AGUSTIN","CITY OF MALABON","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6613835","120.9510352","1"
"SANTOLAN","CITY OF MALABON","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6856754","120.9592937","1"
"TAÑONG (POB.)","CITY OF MALABON","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6554939","120.9535419","1"
"TINAJEROS","CITY OF MALABON","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6771581","120.9692655","1"
"TONSUYA","CITY OF MALABON","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.662713","120.9593233","1"
"TUGATOG","CITY OF MALABON","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6613828","120.9687543","1"
"SIPAC-ALMACEN","CITY OF NAVOTAS","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6585814","120.9456879","1"
"BAGUMBAYAN NORTH","CITY OF NAVOTAS","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.651907","120.9509507","1"
"BAGUMBAYAN SOUTH","CITY OF NAVOTAS","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6511788","120.9488476","1"
"BANGCULASI","CITY OF NAVOTAS","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6489283","120.9536189","1"
"DAANGHARI","CITY OF NAVOTAS","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.668416","120.9425099","1"
"NAVOTAS EAST","CITY OF NAVOTAS","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.653907","120.9495316","1"
"NAVOTAS WEST","CITY OF NAVOTAS","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6531551","120.9479342","1"
"NORTH BAY BLVD., NORTH","CITY OF NAVOTAS","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6426207","120.9552361","1"
"NORTH BAY BAY BOULEVARD SOUTH KAUNLARAN","CITY OF NAVOTAS","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.640096","120.955357","2"
"SAN JOSE (POB.)","CITY OF NAVOTAS","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6643681","120.9444277","1"
"SAN RAFAEL VILLAGE","CITY OF NAVOTAS","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6374437","120.9653459","1"
"SAN ROQUE","CITY OF NAVOTAS","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6708784","120.9400372","1"
"TANGOS SOUTH","CITY OF NAVOTAS","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6714631","120.9339957","1"
"TANZA 1","CITY OF NAVOTAS","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6788831","120.9365045","1"
"NORTH BAY BOULEVARD SOUTH DAGAT-DAGATAN","CITY OF NAVOTAS","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6467859","120.959141","1"
"NORTH BAY BOULEVARD SOUTH PROPER","CITY OF NAVOTAS","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6426619","120.9543843","1"
"TANGOS NORTH","CITY OF NAVOTAS","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6748298","120.9331136","1"
"TANZA 2","CITY OF NAVOTAS","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6741831","120.9395169","1"
"ARKONG BATO","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6983983","120.9518883","1"
"BAGBAGUIN","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7133619","120.999831","1"
"BALANGKAS","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7111551","120.9439131","1"
"PARADA","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6953605","120.9915077","1"
"BIGNAY","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7469551","120.9954615","1"
"BISIG","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7116537","120.9464049","1"
"CANUMAY","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.71","120.99","2"
"KARUHATAN","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6866798","120.9774832","1"
"COLOONG","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.724317","120.9437511","1"
"DALANDANAN","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7037773","120.9625518","1"
"HEN. T. DE LEON","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.69","121.0","2"
"ISLA","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7040989","120.9518176","1"
"LAWANG BATO","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7295742","120.9929918","1"
"LINGUNAN","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7188281","120.9762968","1"
"MABOLO","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.711536","120.9487551","1"
"MALANDAY","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7181214","120.9570468","1"
"MALINTA","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6923903","120.9646359","1"
"MAPULANG LUPA","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7024269","121.0003553","1"
"MARULAS","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6754351","120.9813867","1"
"MAYSAN","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6975034","120.9801588","1"
"PALASAN","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7035853","120.9473866","1"
"PARIANCILLO VILLA","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7074179","120.943896","1"
"PASO DE BLAS","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7057252","120.9931851","1"
"PASOLO","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7067504","120.9535718","1"
"POBLACION","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7083184","120.9465849","1"
"PULO","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7066051","120.9476334","1"
"PUNTURIN","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7378935","120.9894478","1"
"RINCON","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6977323","120.9590971","1"
"TAGALAG","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7244269","120.9384814","1"
"UGONG","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6886823","121.0096776","1"
"VIENTE REALES","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.71","120.98","2"
"WAWANG PULO","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7335029","120.9277269","1"
"CANUMAY EAST (CANUMAY)","CITY OF VALENZUELA","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.7181726","120.9933189","1"
"ALMANZA UNO","CITY OF LAS PI?AS","NCR, FOURTH DISTRICT (Not a Province)","National Capital Region","10.316742","123.97816","2"
"DANIEL FAJARDO","CITY OF LAS PI?AS","NCR, FOURTH DISTRICT (Not a Province)","National Capital Region","10.709211","122.550244","2"
"ELIAS ALDANA","CITY OF LAS PI?AS","NCR, FOURTH DISTRICT (Not a Province)","National Capital Region","14.600293","121.049669","2"
"ILAYA","CITY OF LAS PI?AS","NCR, FOURTH DISTRICT (Not a Province)","National Capital Region","14.638768","121.133407","2"
"MANUYO UNO","CITY OF LAS PI?AS","NCR, FOURTH DISTRICT (Not a Province)","National Capital Region","10.316742","123.97816","2"
"PAMPLONA UNO","CITY OF LAS PI?AS","NCR, FOURTH DISTRICT (Not a Province)","National Capital Region","10.316742","123.97816","2"
"PULANG LUPA UNO","CITY OF LAS PI?AS","NCR, FOURTH DISTRICT (Not a Province)","National Capital Region","8.00336","126.082338","2"
"TALON UNO","CITY OF LAS PI?AS","NCR, FOURTH DISTRICT (Not a Province)","National Capital Region","10.316742","123.97816","2"
"ZAPOTE","CITY OF LAS PI?AS","NCR, FOURTH DISTRICT (Not a Province)","National Capital Region","14.46","120.98","2"
"ALMANZA DOS","CITY OF LAS PI?AS","NCR, FOURTH DISTRICT (Not a Province)","National Capital Region","14.371403","120.980538","2"
"B. F. INTERNATIONAL VILLAGE","CITY OF LAS PI?AS","NCR, FOURTH DISTRICT (Not a Province)","National Capital Region","14.45","121.0","2"
"MANUYO DOS","CITY OF LAS PI?AS","NCR, FOURTH DISTRICT (Not a Province)","National Capital Region","14.600293","121.049669","2"
"PAMPLONA DOS","CITY OF LAS PI?AS","NCR, FOURTH DISTRICT (Not a Province)","National Capital Region","14.45","120.97","2"
"PAMPLONA TRES","CITY OF LAS PI?AS","NCR, FOURTH DISTRICT (Not a Province)","National Capital Region","14.45","120.99","2"
"PILAR","CITY OF LAS PI?AS","NCR, FOURTH DISTRICT (Not a Province)","National Capital Region","14.371403","120.980538","2"
"PULANG LUPA DOS","CITY OF LAS PI?AS","NCR, FOURTH DISTRICT (Not a Province)","National Capital Region","8.00336","126.082338","2"
"TALON DOS","CITY OF LAS PI?AS","NCR, FOURTH DISTRICT (Not a Province)","National Capital Region","14.371403","120.980538","2"
"TALON TRES","CITY OF LAS PI?AS","NCR, FOURTH DISTRICT (Not a Province)","National Capital Region","14.10246","120.9416","2"
"TALON KUATRO","CITY OF LAS PI?AS","NCR, FOURTH DISTRICT (Not a Province)","National Capital Region","14.371403","120.980538","2"
"TALON SINGKO","CITY OF LAS PI?AS","NCR, FOURTH DISTRICT (Not a Province)","National Capital Region","14.371403","120.980538","2"
"BANGKAL","CITY OF MAKATI","NCR, FOURTH DISTRICT (Not a Province)","National Capital Region","14.5433273","121.012626","1"
